Object_ID,Funding Agency,Year,State,City,Grantee,Awarded Funds,Spent Funds (if applicable) ,"Classification 1: Project Type, primary code (a)","Classification 1: Project Type, primary code (b)","Classification 1: Project Type, primary code (c)","Classification 1: Project Type, secondary code (a)","Classification 1: Project Type, secondary code (b)","Classification 1: Project Type, secondary code (c)",Classification 2: Infrastructure type (I),Classification 2: Infrastructure type (II),Classification 3: Industrial Sector (i),Classification 3: Industrial Sector (ii),Project Title,Award ID,count,FIPS,fips2,County,PctPopChg_09to19,PctChange_MiningEmploy_09to15,mine emply bands,NewMineFlag_09to15,NonMiningFlag_09to15,ARC_Flag,Status,AvgUnempRate_3yr,PerCapMktInc,PovertyRt_5yr,AvgUnemp_PctOfUS_3yr,PCMI_pctOfUs,PovRt_PercOfUS,IndexValueRank,Quartile,EMPTHREEYEAR,UNEMPTHREEYEAR,BEAPOP,PoveryPop_5YrMean
379,EDA,2016,West Virginia,Williamson,Mingo County Redevelopment Authority and the Mingo County Public Service District,1648000,1648000.0,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,manufacturing,,,017914729,1,54059,54059,Mingo County,-0.1272402101419576,-0.6583172768143867,-0.6583172768143867,0,0,ARC,Distressed,9.6,17873.0,22.9,117.9,48.1,149.2,2802.0,4.0,7787.0,825.0,25900.0,6021.0
388,EDA,2017,West Virginia,Williamson,Mingo County Redevelopment Authority and the Mingo County Public Service District,1392480,,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,Tourism,,,017914773,1,54059,54059,Mingo County,-0.1272402101419576,-0.6583172768143867,-0.6583172768143867,0,0,ARC,Distressed,10.8,17910.0,23.0,150.6,47.0,147.7,2907.0,4.0,7525.0,916.0,25716.0,5992.0
434,ARC,2017,West Virginia,Morgantown,West Virginia University Research Corporation,400000,,Business Development,,,Technical Assistance,,,,,Energy,,Manufacturing Value Stream for Shale,,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.7,33462.0,22.8,65.3,87.8,146.0,1466.0,2.0,47633.0,2350.0,103463.0,21247.0
406,ARC,2016,West Virginia,Morgantown,West Virginia University Research Corporation,349999,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Energy (impacts on coal sector),,Economic Analysis of Coal Industry Ecosystem in Appalachian,,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.7,33002.0,22.4,57.5,88.9,145.8,1389.0,2.0,48699.0,2390.0,102274.0,20447.0
481,ARC,2019,West Virginia,Morgantown,West Virginia University,500000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Health,,,,,multi-sector,,An Assessment of the Impact of the Downturn in the Coal Economy in Appalachia,,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.5,33803.0,22.2,82.4,83.1,147.1,1605.0,3.0,48413.0,2269.0,104622.0,21353.0
457,ARC,2019,West Virginia,Morgantown,EdVenture Group Inc.,717166,,Education and Workforce Development,,,Training Program,,,,,Undefined/nonspecific,,Simulated Workplace Entrepreneurship Education Pathway (SWEEP),ARC19C19724,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.5,33803.0,22.2,82.4,83.1,147.1,1605.0,3.0,48413.0,2269.0,104622.0,21353.0
459,ARC,2019,West Virginia,Morgantown,Morgantown Sober Living Inc.,485284,,Education and Workforce Development,Health,,Training Program,Substance Abuse Program,,,,Undefined/nonspecific,,Reintegrate Appalachia: Job Creation and Workforce Development for West Virginians Impacted by Substance Use Disorders,3286837201,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.5,33803.0,22.2,82.4,83.1,147.1,1605.0,3.0,48413.0,2269.0,104622.0,21353.0
416,ARC,2016,West Virginia,Morgantown,EdVenture Group Inc.,10000,,Leadership and community capacity development,"Research, Planning, Feasibility Studies",,Investment in Leadership/Community Resources,Economic or Business Development Planning,,,,Undefined/nonspecific,,"Grant-Writing Assistance for CODE: Creating Opportunities, Diversifying Economy Projects Proposal",,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.7,33002.0,22.4,57.5,88.9,145.8,1389.0,2.0,48699.0,2390.0,102274.0,20447.0
404,ARC,2016,West Virginia,Morgantown,Downstream Strategies,149998,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Undefined/nonspecific,,Strengthening Economic Resilience in Appalachian Communities,,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.7,33002.0,22.4,57.5,88.9,145.8,1389.0,2.0,48699.0,2390.0,102274.0,20447.0
368,EDA,2017,West Virginia,Morgantown,West Virginia University,747123,,Business Development,,,Entrepreneurial Support,,,,,undetermined/not specific,,,017914786,1,54061,54061,Monongalia County,0.09796338458659513,-0.21919879062736206,-0.21919879062736206,0,0,ARC,Transitional,4.7,33462.0,22.8,65.3,87.8,146.0,1466.0,2.0,47633.0,2350.0,103463.0,21247.0
394,EDA,2018,West Virginia,Summersville,Region 4 Planning and Development Council,250000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,undetermined/not specific,,,"017914828

",1,54067,54067,Nicholas County,-0.06621431021995197,-0.7677419354838709,-0.7677419354838709,0,0,ARC,At-Risk,9.3,20512.0,18.1,147.9,51.6,116.7,2611.0,4.0,9174.0,938.0,25594.0,4636.0
427,ARC,2017,West Virginia,Summersville,Region 4 Planning and Development Council,999963,,Economic Asset Development,,,Outdoor/Recreational Development;Infrastructure Investment,,,Trail Construction,,Tourism/hospitality industry/outdoor recreation,,Linking Trails and Communities to Spawn Economic Growth: The Southern WV Bike Trail Network,,1,54067,54067,Nicholas County,-0.06621431021995197,-0.7677419354838709,-0.7677419354838709,0,0,ARC,At-Risk,9.3,21382.0,19.3,128.5,56.1,123.7,2474.0,4.0,9489.0,968.0,25827.0,4979.0
467,ARC,2020,West Virginia,Summersville,Region 4 Planning and Development Council,1499894,,Health,Education and Workforce Development,,Substance Abuse Program,Training Program,,,,Food industry,,Creating Communities of Healings by Cultivating Businesses to Address the Opioid Crisis,ARC20C20085,1,54067,54067,Nicholas County,-0.06621431021995197,-0.7677419354838709,-0.7677419354838709,0,0,ARC,Distressed,8.3,19097.0,18.6,172.4,44.6,127.5,2860.0,4.0,8811.0,801.0,25043.0,4692.0
415,ARC,2016,West Virginia,Summersville,Region 4 Planning and Development Council,123488,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Undefined/nonspecific,,UKV Revitalization Plan,,1,54067,54067,Nicholas County,-0.06621431021995197,-0.7677419354838709,-0.7677419354838709,0,0,ARC,At-Risk,9.0,21534.0,19.2,110.5,58.0,124.8,2360.0,4.0,9570.0,944.0,25965.0,4957.0
471,ARC,2020,West Virginia,Wheeling,Wheeling National Heritage Area Corporation,50000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment;Economic or Business Development Planning,,,Downtown Revitalization,,Tourism/hospitality industry/outdoor recreation,Entertainment,Wheeling Heritage Gateway Initiative,ARC20C20092,1,54069,54069,Ohio County,-0.06822221722205972,27.61111111111111,27.61111111111111,0,0,ARC,Transitional,5.3,49281.0,13.7,110.0,115.0,94.3,893.0,2.0,19498.0,1094.0,42035.0,5549.0
452,ARC,2019,West Virginia,Wheeling,Grow Ohio Valley Inc.,796924,,Business Development,Education and Workforce Development,,Entrepreneurial Support;Market Development,Training Program,,,,"Forestry, farming",,Agribusiness Development in the Upper Ohio Valley,,1,54069,54069,Ohio County,-0.06822221722205972,27.61111111111111,27.61111111111111,0,0,ARC,Transitional,5.6,36483.0,16.2,102.5,89.7,107.4,1303.0,2.0,19617.0,1157.0,42516.0,6626.0
380,EDA,2019,West Virginia,Bartow,Pocahontas Public Service District,1500000,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,manufacturing,,,"017914882

",1,54075,54075,Pocahontas County,-0.05413464846886111,0.0,0.0,0,1,ARC,At-Risk,7.8,20269.0,18.6,143.9,49.8,122.9,2632.0,4.0,3325.0,282.0,8501.0,1545.0
458,ARC,2019,West Virginia,Kingwood,"Friends of the Cheat, Inc.",50000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment;Workforce Training Program Planning;Economic or Business Development Planning,,,Trail Construction,,Tourism/hospitality industry/outdoor recreation,,Mountaineer Trail Network: Preston County Pilot Trail Plan,ARC19C19699,1,54077,54077,Preston County,-0.0026252983293556086,-0.9823008849557522,-0.9823008849557522,0,0,ARC,Transitional,6.0,23858.0,15.3,109.9,58.7,101.4,1951.0,3.0,13816.0,878.0,33758.0,4761.0
381,EDA,2019,West Virginia,Scott Depot,Putnam Public Service District,860000,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,service and parts center for high-end commercial and vocational trucks,,,017914883,1,54079,54079,Putnam County,0.017373751937425658,0.0,0.0,0,1,ARC,Transitional,5.3,33764.0,9.8,98.2,83.0,65.2,862.0,2.0,24321.0,1371.0,56941.0,5546.0
382,EDA,2020,West Virginia,Scott Depot,Putnam Public Service District,1200000,,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,undetermined/not specific,,,"017914951

",1,54079,54079,Putnam County,0.017373751937425658,0.0,0.0,0,1,ARC,Transitional,5.1,35553.0,9.3,104.7,83.0,63.6,868.0,2.0,24437.0,1303.0,56792.0,5209.0
409,ARC,2016,West Virginia,Hurricane,"Center for Rural Health Development, Inc.",362989,,Business Development,,,Access to Capital;Technical Assistance,,,,,"Health, social services",,WV Rural Health Infrastructure Loan Fund,,1,54079,54079,Putnam County,0.017373751937425658,0.0,0.0,0,1,ARC,Competitive,5.9,35348.0,11.3,72.9,95.2,73.6,667.0,1.0,25618.0,1614.0,56650.0,6281.0
450,ARC,2019,West Virginia,Hurricane,"Center for Rural Health Development, Inc.",100000,,"Research, Planning, Feasibility Studies",,,Health,,,,,"Health, social services",,Creating a More Vibrant Economy for Coal-Impacted Counties in West Virginia,ARC04C14828,1,54079,54079,Putnam County,0.017373751937425658,0.0,0.0,0,1,ARC,Transitional,5.3,33764.0,9.8,98.2,83.0,65.2,862.0,2.0,24321.0,1371.0,56941.0,5546.0
466,ARC,2020,West Virginia,Beckley,New River Gorge Regional Development Authority,50000,,"Research, Planning, Feasibility Studies",,,Workforce Training Program Planning,,,,,Aviation/aerospace,,Aero-Ready in Southern WV,ARC20C20102,1,54081,54081,Raleigh County,-0.06971937255100877,-0.09587378640776699,-0.09587378640776699,0,0,ARC,At-Risk,6.6,24906.0,17.6,136.4,58.1,120.8,2371.0,4.0,27927.0,1971.0,75022.0,12996.0
445,ARC,2018,West Virginia,Beckley,New River Gorge Regional Development Authority,967500,,Business Development,,,Technical Assistance,,,,,Undefined/nonspecific,,New River Gorge Region - Developing an Entrepreneurial Economy (HIVE),,1,54081,54081,Raleigh County,-0.06971937255100877,-0.09587378640776699,-0.09587378640776699,0,0,ARC,Transitional,7.2,23481.0,17.8,115.6,59.0,114.9,2162.0,3.0,28988.0,2265.0,77510.0,13322.0
398,EDA,2020,West Virginia,Beckley,New River Gorge Regional Development Authority,708300,,Business Development,,,Technical Assistance;Entrepreneurial Support,,,,,undetermined/not specific,,,"017914919

",1,54081,54081,Raleigh County,-0.06971937255100877,-0.09587378640776699,-0.09587378640776699,0,0,ARC,At-Risk,6.6,24906.0,17.6,136.4,58.1,120.8,2371.0,4.0,27927.0,1971.0,75022.0,12996.0
359,EDA,2016,West Virginia,Beckley,New River Gorge Regional Development Authority,120000,120000.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,017914730,1,54081,54081,Raleigh County,-0.06971937255100877,-0.09587378640776699,-0.09587378640776699,0,0,ARC,Transitional,6.7,28415.0,17.1,82.8,76.5,111.1,1518.0,2.0,31386.0,2263.0,78833.0,12851.0
412,ARC,2016,West Virginia,Elkins,Randolph County Development Authority,622500,,Business Development,,,Infrastructure Investment,,,Building Construction/Renovation,Equipment and Materials,manufacturing,,Hardwood Cluster Manufacturing Expansion Project,,1,54083,54083,Randolph County,-0.02414555347729978,-0.855072463768116,-0.855072463768116,0,0,ARC,Transitional,8.2,22639.0,15.9,100.7,61.0,103.6,2003.0,3.0,11211.0,1000.0,29415.0,4349.0
383,EDA,2016,West Virginia,Elkins,Randolph County Development Authority,1200000,1200000.0,Business Development,,,Infrastructure Investment,,,Building Construction/Renovation,,manufacturing,,Hardwood,017914728,1,54083,54083,Randolph County,-0.02414555347729978,-0.855072463768116,-0.855072463768116,0,0,ARC,Transitional,8.2,22639.0,15.9,100.7,61.0,103.6,2003.0,3.0,11211.0,1000.0,29415.0,4349.0
384,EDA,2017,West Virginia,Elkins,Randolph County Development Authority,2500000,,Business Development,,,Infrastructure Investment,,,Building Construction/Renovation,,manufacturing,,,017914772,1,54083,54083,Randolph County,-0.02414555347729978,-0.855072463768116,-0.855072463768116,0,0,ARC,Transitional,7.6,21137.0,16.0,106.2,55.5,102.4,2126.0,3.0,11043.0,915.0,29429.0,4352.0
465,ARC,2020,West Virginia,Elkins,"Appalachian Forest Heritage Area, Inc.",50000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Infrastructure Investment,,,Trail Construction,,Tourism/hospitality industry/outdoor recreation,,Creating a Sustainable Volunteer Trail Maintenance Program: A Key Requirement for Achieving Economic Development through Recreational Tourism,ARC20C20091,1,54083,54083,Randolph County,-0.02414555347729978,-0.855072463768116,-0.855072463768116,0,0,ARC,At-Risk,6.1,22817.0,18.3,126.7,53.2,125.6,2434.0,4.0,11315.0,738.0,28785.0,4911.0
413,ARC,2016,West Virginia,Elkins,Randolph County Development Authority,90000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,manufacturing,,Hardwood Industry Cluster Strategic Plan,,1,54083,54083,Randolph County,-0.02414555347729978,-0.855072463768116,-0.855072463768116,0,0,ARC,Transitional,8.2,22639.0,15.9,100.7,61.0,103.6,2003.0,3.0,11211.0,1000.0,29415.0,4349.0
419,ARC,2017,West Virginia,Elkins,"Woodlands Community Lenders, Inc",300000,,Business Development,,,Entrepreneurial Support;Technical Assistance,,,,,Undefined/nonspecific,,"Financing Entrepreneurship in Randolph, Barbour and Tucker Counties",ARC20C20031,1,54083,54083,Randolph County,-0.02414555347729978,-0.855072463768116,-0.855072463768116,0,0,ARC,Transitional,7.6,21137.0,16.0,106.2,55.5,102.4,2126.0,3.0,11043.0,915.0,29429.0,4352.0
367,EDA,2018,West Virginia,Elkins,"Woodlands Community Lenders, Inc",452500,,"Research, Planning, Feasibility Studies",Business Development,,Economic or Business Development Planning,Technical Assistance,,,,undetermined/not specific,,,017914829,1,54083,54083,Randolph County,-0.02414555347729978,-0.855072463768116,-0.855072463768116,0,0,ARC,Transitional,7.1,21775.0,17.0,114.0,54.7,109.8,2228.0,3.0,11052.0,851.0,29126.0,4610.0
461,ARC,2019,West Virginia,Talcott,Sprouting Farms Corporation,1499993,,Business Development,Education and Workforce Development,,Technical Assistance,Training Program,,,,Food industry,,Growing Capacity: Integrating Agri-Development Centers in Central Appalachia,ARC19C19721,1,54089,54089,Summers County,-0.09722122495871328,0.0,0.0,0,1,ARC,Distressed,6.8,15025.0,18.4,124.5,36.9,121.5,2856.0,4.0,4227.0,307.0,12872.0,2254.0
421,ARC,2017,West Virginia,Davis,Canaan Valley Institute,1499400,,Business Development,Education and Workforce Development,,Entrepreneurial Support,Training Program,,,,"Forestry, Farming",,Sustainable Jobs Initiative,,1,54093,54093,Tucker County,-0.04229099565887131,0.12244897959183673,0.12244897959183673,0,0,ARC,Transitional,7.2,20444.0,15.2,99.9,53.6,97.5,2079.0,3.0,3051.0,237.0,6927.0,1039.0
387,EDA,2016,West Virginia,Buckhannon,Upshur County Development Authority,2285149,2285149.0,Business Development,,,Infrastructure Investment,,,Building Construction/Renovation,,Information Technology,,,017914726,1,54097,54097,Upshur County,-0.003215964377009978,-0.11602209944751381,-0.11602209944751381,0,0,ARC,Transitional,7.0,22214.0,18.4,86.7,59.8,119.6,2065.0,3.0,9732.0,738.0,24665.0,4221.0
390,EDA,2020,West Virginia,Wayne,Coalfield Development Corporation,1747600,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,undetermined/not specific,,,017914954,1,54099,54099,Wayne County,-0.07247946140627574,-0.44061302681992337,-0.44061302681992337,0,0,ARC,At-Risk,6.5,21722.0,20.8,134.8,50.7,142.4,2651.0,4.0,14521.0,1011.0,40153.0,8484.0
438,ARC,2018,West Virginia,Wayne,Coalfield Development Corporation,2034667,,Education and Workforce Development,Business Development,Economic Asset Development,Training Program,Access to Capital,Infrastructure Investment,Downtown Revitalization,,Undefined/nonspecific,,SEED-LIFT: Social Enterprise and Economic Diversification - Leveraging Investment For Transformation,,1,54099,54099,Wayne County,-0.07247946140627574,-0.44061302681992337,-0.44061302681992337,0,0,ARC,At-Risk,6.9,20643.0,20.6,110.6,51.9,133.0,2471.0,4.0,14792.0,1102.0,40971.0,8468.0
375,EDA,2020,West Virginia,Kenova,City of Kenova,1084000,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,undetermined/not specific,,,"017914932

",1,54099,54099,Wayne County,-0.07247946140627574,-0.44061302681992337,-0.44061302681992337,0,0,ARC,At-Risk,6.5,21722.0,20.8,134.8,50.7,142.4,2651.0,4.0,14521.0,1011.0,40153.0,8484.0
401,EDA,2015,West Virginia,Wayne,Coalfield Development Corporation,600000,600000.0,Education and Workforce Development,Business Development,,Training Program,Entrepreneurial Support,,,,"Farming, forestry",,Regional Economic Diversification Project,017914698,1,54099,54099,Wayne County,-0.07247946140627574,-0.44061302681992337,-0.44061302681992337,0,0,ARC,Transitional,8.1,23581.0,19.1,91.5,65.1,128.2,2037.0,3.0,15718.0,1391.0,41649.0,8014.0
463,ARC,2019,West Virginia,Wayne,Wayne County Economic Development Authority,50000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Multi-sector/multi-career prep,,Bio Based Manufacturing,ARC19C19700,1,54099,54099,Wayne County,-0.07247946140627574,-0.44061302681992337,-0.44061302681992337,0,0,ARC,At-Risk,6.8,21313.0,20.9,125.7,52.4,138.5,2559.0,4.0,14616.0,1071.0,40531.0,8566.0
436,ARC,2018,West Virginia,Wayne,Coalfield Development Corporation,1870000,,Business Development,Education and Workforce Development,,Technical Assistance,Training Program,,,,Undefined/nonspecific,,Appalachian Social Entrepreneurship Investment Strategy,ARC19C19727,1,54099,54099,Wayne County,-0.07247946140627574,-0.44061302681992337,-0.44061302681992337,0,0,ARC,At-Risk,6.9,20643.0,20.6,110.6,51.9,133.0,2471.0,4.0,14792.0,1102.0,40971.0,8468.0
364,EDA,2018,West Virginia,Wayne,Coalfield Development Corporation,222000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,016914819,1,54099,54099,Wayne County,-0.07247946140627574,-0.44061302681992337,-0.44061302681992337,0,0,ARC,At-Risk,6.9,20643.0,20.6,110.6,51.9,133.0,2471.0,4.0,14792.0,1102.0,40971.0,8468.0
